episode,reward,win,win_rate,epsilon,steps,td_error_mean,q_table_states
63,-80.42,0,0.09523809523809523,0.9689833231354715,51,1.8630446843708826,1666
64,-59.07,0,0.09375,0.9684988314739038,6,10.083374961422136,1668
65,-84.0,0,0.09230769230769231,0.9680145820581669,10,8.527287486272863,1671
66,-128.8,0,0.09090909090909091,0.9675305747671379,25,5.353811206863075,1688
67,-77.5,0,0.08955223880597014,0.9670468094797544,40,2.419225510824239,1696
68,-83.91,0,0.08823529411764706,0.9665632860750146,8,10.774546605931826,1699
69,-10.5,0,0.08695652173913043,0.9660800044319772,160,0.08483210807527189,1703
70,-10.4,0,0.08571428571428572,0.9655969644297613,160,0.1042100136651618,1716
71,-84.00999999999999,0,0.08450704225352113,0.9651141659475465,28,3.088719646733994,1724
72,-84.28,0,0.08333333333333333,0.9646316088645728,9,9.423875938489411,1728
73,-83.81,0,0.0821917808219178,0.9641492930601405,8,10.784134772440884,1730
74,-10.4,0,0.08108108108108109,0.9636672184136105,160,0.0950704578616178,1741
75,-84.32000000000001,0,0.08,0.9631853848044037,11,7.868157213337889,1743
76,-83.7,0,0.07894736842105263,0.9627037921120016,10,8.55903148826398,1747
77,106.23,1,0.09090909090909091,0.9622224402159457,11,9.697026174766096,1748
78,-81.64999999999999,0,0.08974358974358974,0.9617413289958378,45,2.048367654348413,1771
79,-83.81,0,0.08860759493670886,0.9612604583313399,18,4.825155793339945,1779
80,-130.48000000000002,0,0.0875,0.9607798281021742,69,1.9255443037638738,1833
81,107.39,1,0.09876543209876543,0.9602994381881231,18,6.040550727346498,1836
82,-84.12,0,0.0975609756097561,0.9598192884690291,11,6.669029240837448,1838
83,-84.52,0,0.0963855421686747,0.9593393788247946,11,7.805923872448673,1841
84,-129.07,0,0.09523809523809523,0.9588597091353822,31,4.238157661761788,1858
85,-10.350000000000001,0,0.09411764705882353,0.9583802792808146,160,0.1052247037973425,1863
86,-83.56,0,0.09302325581395349,0.9579010891411742,18,4.869667417284671,1868
87,-82.11,0,0.09195402298850575,0.9574221385966036,33,2.6910381386789606,1882
88,-128.99,0,0.09090909090909091,0.9569434275273054,152,0.9223583341262394,1912
89,-84.01,0,0.0898876404494382,0.9564649558135419,13,6.690247869623396,1914
90,-9.899999999999999,0,0.08888888888888889,0.9559867233356352,160,0.09204609408864144,1923
91,-79.65,0,0.08791208791208792,0.9555087299739674,35,2.2976504474428783,1935
92,-128.56,0,0.08695652173913043,0.9550309756089804,18,7.370907304404957,1938
93,-84.07000000000001,0,0.08602150537634409,0.954553460121176,11,7.855564914086664,1944
94,-10.3,0,0.0851063829787234,0.9540761833911156,160,0.0950052194846935,1949
95,-83.31,0,0.08421052631578947,0.95359914529942,28,3.201697987899118,1959
96,-128.39000000000001,0,0.08333333333333333,0.9531223457267703,27,4.948409394143081,1975
97,-9.9,0,0.08247422680412371,0.952645784553907,160,0.09832110704696106,1991
98,-123.94,0,0.08163265306122448,0.9521694616616301,42,3.3197320698374617,2009
99,-81.58,0,0.08080808080808081,0.9516933769307994,19,4.723317776264525,2016
100,-5.95,0,0.08,0.951217530242334,160,0.13884875804313584,2047
101,-84.06,0,0.08,0.9507419214772129,28,3.0941629714531467,2052
102,-83.72,0,0.08,0.9502665505164744,21,4.156744750796241,2064
103,107.12,1,0.08,0.9497914172412162,4,26.712470363457108,2065
104,107.12,1,0.09,0.9493165215325956,4,26.62116913716891,2065
105,106.67999999999999,1,0.1,0.9488418632718294,16,6.695326750167296,2071
106,-84.72,0,0.1,0.9483674423401935,11,7.801924478053539,2075
107,-84.13,0,0.1,0.9478932586190235,104,0.8649034690164542,2080
108,-83.24,0,0.1,0.9474193119897141,97,0.9377377297567112,2087
109,-10.1,0,0.1,0.9469456023337193,160,0.10834109304011919,2097
110,-10.55,0,0.09,0.9464721295325524,160,0.10220188659746236,2119
111,-128.83,0,0.09,0.9459988934677862,14,10.39197342662939,2121
112,-80.25,0,0.09,0.9455258940210524,80,1.2192719085477874,2163
113,105.66,1,0.09,0.9450531310740419,72,1.509576213045964,2167
114,-79.04,0,0.09,0.9445806045085049,137,0.7187584961917565,2212
115,-83.1,0,0.09,0.9441083142062507,70,1.2644009992071659,2222
116,-128.91,0,0.09,0.9436362600491477,18,7.370756761154367,2224
117,-83.86,0,0.09,0.9431644419191232,8,12.374946668772026,2225
118,-82.7,0,0.09,0.9426928596981636,15,5.877263592462987,2227
119,-9.35,0,0.09,0.9422215132683146,160,0.09777526485855696,2230
120,-9.5,0,0.09,0.9417504025116805,160,0.10062827905372274,2235
121,-83.57000000000001,0,0.09,0.9412795273104247,11,7.907748383788223,2243
122,-10.450000000000001,0,0.08,0.9408088875467696,160,0.11570435556252233,2244
123,-9.75,0,0.08,0.9403384831029963,160,0.10233405983886587,2251
124,106.62,1,0.09,0.9398683138614449,4,29.78692808061838,2251
125,-130.41,0,0.09,0.9393983797045142,158,0.86468816218685,2280
126,-6.950000000000003,0,0.09,0.938928680514662,160,0.17032483454891006,2325
127,-10.450000000000001,0,0.09,0.9384592161744048,160,0.0972147468357407,2326
128,106.77,1,0.1,0.9379899865663176,4,26.591318285614253,2328
129,-84.1,0,0.1,0.9375209915730345,125,0.720275191524683,2336
130,-83.89,0,0.1,0.937052231077248,87,1.0164270073226462,2342
131,-8.35,0,0.1,0.9365837049617094,160,0.13026654989760572,2363
132,-83.95,0,0.1,0.9361154131092286,20,4.376410366232973,2366
133,-84.87,0,0.1,0.9356473554026741,11,7.8539936838375235,2367
134,-127.22999999999999,0,0.1,0.9351795317249728,59,2.3618663495218666,2396
135,-82.73,0,0.1,0.9347119419591103,64,1.40203271854224,2403
136,-82.99,0,0.1,0.9342445859881309,12,7.248454061727971,2407
137,-83.95,0,0.1,0.9337774636951368,10,8.776363274404778,2408
138,-78.83,0,0.1,0.9333105749632893,34,2.7403418045907335,2419
139,-84.14,0,0.1,0.9328439196758077,12,7.179693543022344,2424
140,-7.25,0,0.09,0.9323774977159699,160,0.12221460355421368,2434
141,106.62,1,0.1,0.9319113089671119,4,30.24305507658981,2434
142,-82.89,0,0.1,0.9314453533126285,27,3.217129636834884,2438
143,-83.94,0,0.1,0.9309796306359722,97,0.9606988050017209,2443
144,-84.25999999999999,0,0.1,0.9305141408206543,13,5.594575747783797,2448
145,-10.1,0,0.1,0.9300488837502441,160,0.10468913394969473,2452
146,106.91,1,0.11,0.9295838593083691,157,0.7561895829721864,2458
147,-84.46,0,0.11,0.929119067378715,33,2.6232204525226686,2462
148,-83.82000000000001,0,0.11,0.9286545078450257,16,4.6479666178527985,2466
149,-82.16000000000001,0,0.11,0.9281901805911033,18,4.273828521137022,2470
150,106.72,1,0.12,0.9277260855008077,4,26.66950182810426,2470
151,-82.33,0,0.11,0.9272622224580573,29,3.120631826961381,2482
152,-83.77,0,0.11,0.9267985913468284,46,1.9833424841062894,2486
153,107.09,1,0.12,0.926335192051155,23,4.69030438716908,2486
154,-84.19,0,0.12,0.9258720244551295,7,12.254926435936774,2487
155,106.62,1,0.13,0.925409088442902,4,27.971127782166004,2488
156,-84.27,0,0.13,0.9249463838986807,6,14.268994448492304,2488
157,-84.41,0,0.13,0.9244839107067314,13,6.5741954430293,2490
158,-83.79,0,0.13,0.9240216687513781,12,6.178827842311002,2493
159,-84.31,0,0.13,0.9235596579170025,13,6.583141177525887,2495
160,-81.86,0,0.13,0.923097878088044,63,1.4248303529511677,2499
161,-84.28,0,0.13,0.9226363291490001,19,4.6054692320670245,2502
162,-84.36,0,0.13,0.9221750109844257,8,9.185078411992873,2502
163,-82.39,0,0.13,0.9217139234789336,47,1.9667266939799153,2514
164,-82.63,0,0.13,0.9212530665171942,24,3.1905559814197475,2522
165,-9.5,0,0.13,0.9207924399839357,160,0.09447785281215101,2529
166,108.96,1,0.14,0.9203320437639437,22,5.710431128133046,2533
167,-82.47999999999999,0,0.14,0.9198718777420618,74,1.216404387552626,2539
168,-84.46000000000001,0,0.14,0.9194119418031909,13,6.584976474755229,2541
169,-83.60000000000001,0,0.14,0.9189522358322894,95,1.186427461431999,2564
170,-82.86999999999999,0,0.14,0.9184927597143733,16,5.454460527158226,2568
171,-129.59,0,0.14,0.9180335133345161,42,3.5823768296580587,2581
172,-9.7,0,0.14,0.917574496577849,160,0.11052082316401356,2607
173,-83.71000000000001,0,0.14,0.9171157093295601,13,7.752948306662819,2607
174,106.57000000000001,1,0.15,0.9166571514748953,4,27.914916360764764,2607
175,-81.52,0,0.15,0.916198822899158,16,5.564987001636764,2609
176,-82.88000000000001,0,0.15,0.9157407234877085,14,6.314277015860592,2616
177,-83.64,0,0.14,0.9152828531259647,17,5.332510238804115,2618
178,-82.03,0,0.14,0.9148252116994018,9,9.73010190601771,2620
179,105.60000000000001,1,0.15,0.9143677990935521,95,1.1542839992993028,2625
180,-81.57000000000001,0,0.15,0.9139106151940054,141,0.8207146320863197,2660
181,-84.33999999999999,0,0.14,0.9134536598864085,7,12.242380664464353,2662
182,-80.86,0,0.14,0.9129969330564653,8,11.748370970477117,2663
183,105.77,1,0.15,0.9125404345899372,9,14.220090934342394,2665
184,-81.97999999999999,0,0.15,0.9120841643726423,14,6.490101834830961,2666
185,-83.31,0,0.15,0.911628122290456,28,3.1223077650536597,2670
186,-82.83,0,0.15,0.9111723082293108,14,6.199268521115716,2676
187,109.23,1,0.16,0.9107167220751963,26,4.271514431062298,2682
188,-10.85,0,0.16,0.9102613637141588,160,0.14847727096365998,2683
189,-84.42999999999999,0,0.16,0.9098062330323018,9,9.548491450951746,2683
190,-76.07,0,0.16,0.9093513299157857,61,2.687169599220973,2692
191,-122.88999999999999,0,0.16,0.9088966542508279,142,1.0295912185955445,2751
192,-84.57000000000001,0,0.16,0.9084422059237025,11,5.669876311032567,2752
193,-84.11999999999999,0,0.16,0.9079879848207407,146,0.6487647937992533,2758
194,106.62,1,0.17,0.9075339908283304,4,30.408936782479287,2758
195,108.3,1,0.18,0.9070802238329163,105,1.0638098336381607,2771
196,-81.53999999999999,0,0.18,0.9066266837209999,107,0.8907412109751837,2798
197,-127.57,0,0.18,0.9061733703791394,146,0.9536508473463753,2818
198,-84.94,0,0.18,0.9057202836939499,117,0.9188264335286366,2880
199,-9.65,0,0.18,0.9052674235521029,160,0.11139332976328513,2882
200,-11.049999999999999,0,0.18,0.9048147898403269,160,0.10104130096360961,2885
201,-9.8,0,0.18,0.9043623824454068,160,0.10143398987257751,2888
202,-84.02,0,0.18,0.9039102012541841,71,1.2272977780324108,2890
203,-9.6,0,0.17,0.9034582461535571,160,0.0878776434299141,2901
204,-83.66,0,0.16,0.9030065170304803,38,2.3343023685783173,2901
205,-84.78999999999999,0,0.15,0.9025550137719651,12,7.165381240585896,2902
206,-82.63,0,0.15,0.9021037362650792,9,12.7494004888667,2907
207,-82.67,0,0.15,0.9016526843969468,11,8.016395349822599,2910
208,-8.85,0,0.15,0.9012018580547484,160,0.10285400232235634,2918
209,-84.75,0,0.15,0.900751257125721,15,4.197500874063,2919
210,-125.60000000000001,0,0.15,0.9003008814971583,35,5.185845460459457,2921
211,-9.75,0,0.15,0.8998507310564098,160,0.14175502427099765,2926
212,-9.299999999999999,0,0.15,0.8994008056908817,160,0.11380775177730067,2933
213,107.47,1,0.15,0.8989511052880362,24,4.5373930957362365,2941
214,-76.13,0,0.15,0.8985016297353923,59,2.0728790502259664,2958
215,-80.5,0,0.15,0.8980523789205246,30,2.63106798670373,2960
216,-128.09,0,0.15,0.8976033527310644,52,2.597428800879025,2975
217,-82.48,0,0.15,0.8971545510546989,24,3.714976090520989,2980
218,108.45,1,0.16,0.8967059737791716,35,4.6705145065244285,2982
219,-127.58000000000001,0,0.16,0.8962576207922821,99,1.4249699771447004,2995
220,106.61999999999999,1,0.17,0.895809491981886,4,33.776199842393396,2995
221,-79.55,0,0.17,0.8953615872358951,150,0.6331926370710125,3005
222,-11.200000000000001,0,0.17,0.8949139064422772,160,0.10320149758112712,3006
223,-10.75,0,0.17,0.8944664494890561,160,0.1130209730072587,3006
224,-10.05,0,0.16,0.8940192162643116,160,0.12568361614055248,3007
225,-129.24,0,0.16,0.8935722066561794,27,5.1738259030266285,3008
226,107.72,1,0.17,0.8931254205528514,4,29.20842268717941,3008
227,-6.300000000000004,0,0.17,0.8926788578425751,160,0.25836308155357024,3055
228,-84.37,0,0.16,0.8922325184136538,71,1.0667120620517123,3058
229,-82.69,0,0.16,0.891786402154447,7,13.498889001057085,3059
230,-84.11,0,0.16,0.8913405089533699,143,0.7208717722509022,3063
231,-9.600000000000001,0,0.16,0.8908948386988933,160,0.10904146995342853,3071
232,-81.87,0,0.16,0.8904493912795439,41,2.2038244436458663,3094
233,-84.36,0,0.16,0.8900041665839042,8,10.716658766444306,3095
234,-81.87,0,0.16,0.8895591645006123,6,14.412506277814973,3096
235,-83.73,0,0.16,0.889114384918362,14,4.540777508339712,3096
236,-80.79,0,0.16,0.8886698277259029,7,15.11654504969583,3096
237,-9.5,0,0.16,0.88822549281204,160,0.11612951909745857,3099
238,-81.58,0,0.16,0.887781380065634,24,4.607593390115314,3106
239,-10.049999999999999,0,0.16,0.8873374893756012,160,0.13984667077564153,3107
240,-82.61,0,0.16,0.8868938206309135,8,13.743290280054206,3107
241,-84.22,0,0.15,0.8864503737205981,11,5.723034969236363,3108
242,-83.68,0,0.15,0.8860071485337379,24,3.68891296000152,3111
243,-10.4,0,0.15,0.885564144959471,160,0.11627235093920536,3116
244,-83.47,0,0.15,0.8851213628869913,51,1.7278706035409899,3116
245,-81.94,0,0.15,0.8846788022055478,7,12.909321156700274,3117
246,-84.0,0,0.14,0.8842364628044451,10,8.544543435341678,3120
247,106.57000000000001,1,0.15,0.883794344573043,4,26.622699566483497,3120
248,-10.7,0,0.15,0.8833524474007565,160,0.13362046259025645,3122
249,-9.55,0,0.15,0.8829107711770562,160,0.12466931087866351,3124
250,-83.83,0,0.14,0.8824693157914677,19,4.588496633066159,3124
251,-121.83,0,0.14,0.882028081133572,59,2.4513488703898263,3136
252,-82.25,0,0.14,0.8815870670930053,20,4.05374932306679,3137
253,-10.149999999999999,0,0.13,0.8811462735594588,160,0.11163043808796828,3139
254,-84.57,0,0.13,0.8807057004226791,11,7.794417954491959,3139
255,-7.75,0,0.12,0.8802653475724679,160,0.0889535020428957,3149
256,-128.93,0,0.12,0.8798252148986817,14,9.408356505154766,3151
257,-129.19,0,0.12,0.8793853022912325,12,10.962117482734223,3153
258,-83.4,0,0.12,0.8789456096400869,25,3.5802645715072754,3155
259,-82.02,0,0.12,0.8785061368352669,146,0.6648206127829525,3163
260,-59.14,0,0.12,0.8780668837668493,7,8.624837758522482,3163
261,-10.549999999999999,0,0.12,0.8776278503249659,160,0.15136574865546207,3163
262,-82.85,0,0.12,0.8771890363998035,20,5.951974656892941,3167
263,-129.55,0,0.12,0.8767504418816037,15,8.962244396505879,3168
264,-9.05,0,0.12,0.876312066660663,160,0.10333236073894182,3168
265,-82.39999999999999,0,0.12,0.8758739106273327,20,6.6502181735766355,3173
266,-84.82000000000001,0,0.11,0.8754359736720191,11,8.002393174444071,3173
267,-10.7,0,0.11,0.8749982556851831,160,0.10148344566419609,3177
268,-79.6,0,0.11,0.8745607565573406,45,2.151032345249628,3183
269,-10.1,0,0.11,0.8741234761790619,160,0.13000073382793562,3184
270,106.32,1,0.12,0.8736864144409725,9,11.815083098604033,3185
271,-82.89,0,0.12,0.873249571233752,27,3.3170037065570557,3195
272,-82.69,0,0.12,0.8728129464481352,22,4.0427222637301945,3196
273,106.61999999999999,1,0.13,0.8723765399749112,4,30.95856987118721,3196
274,-77.97,0,0.12,0.8719403517049238,36,2.6398969591553842,3204
275,-84.17,0,0.12,0.8715043815290714,11,6.672569246761163,3205
276,-126.34,0,0.12,0.8710686293383069,27,5.061056495963734,3208
277,-10.600000000000001,0,0.12,0.8706330950236377,160,0.19150303316260034,3208
278,-78.33,0,0.12,0.870197778476126,44,2.2140407568369778,3216
279,-83.47,0,0.11,0.869762679586888,66,1.4269679484591964,3235
280,-84.02,0,0.11,0.8693277982470946,41,2.1454632112678786,3237
281,-10.0,0,0.11,0.8688931343479711,160,0.09993627884190642,3239
282,-10.0,0,0.11,0.8684586877807972,160,0.11677492594324941,3240
283,-10.2,0,0.1,0.8680244584369068,160,0.17937059509692152,3242
284,-10.700000000000001,0,0.1,0.8675904462076884,160,0.10782798743729155,3244
285,-81.64,0,0.1,0.8671566509845846,37,2.536265204711943,3247
286,-80.4,0,0.1,0.8667230726590923,45,2.348644107658248,3253
287,-10.700000000000001,0,0.09,0.8662897111227629,160,0.2779856616743484,3254
288,-81.79,0,0.09,0.8658565662672015,7,18.599678614711657,3255
289,-10.8,0,0.09,0.865423637984068,160,0.24542353678495965,3256
290,-10.600000000000001,0,0.09,0.864990926165076,160,0.13372376679522688,3256
291,-81.66,0,0.09,0.8645584307019936,28,3.2319718258049606,3262
292,-10.4,0,0.09,0.8641261514866426,160,0.11666228990756554,3264
293,-10.1,0,0.09,0.8636940884108993,160,0.1123411514350737,3264
294,-84.24,0,0.08,0.8632622413666939,7,10.436099921365136,3264
295,-9.85,0,0.07,0.8628306102460106,160,0.09728589044252295,3264
296,-84.28999999999999,0,0.07,0.8623991949408877,12,4.553159082310934,3264
297,-9.55,0,0.07,0.8619679953434173,160,0.10512939245565303,3266
298,-80.3,0,0.07,0.8615370113457457,40,2.472638887575129,3273
299,-83.6,0,0.07,0.8611062428400729,10,8.734891863225027,3273
300,-83.21,0,0.07,0.8606756897186528,8,10.815084791950648,3274
301,-59.07,0,0.07,0.8602453518737936,6,8.677352965086078,3274
302,111.61,1,0.08,0.8598152291978567,27,4.868523296705895,3275
303,-83.62,0,0.08,0.8593853215832578,16,5.425298909494886,3276
304,-9.200000000000001,0,0.08,0.8589556289224661,160,0.14965347659494455,3298
305,-5.499999999999999,0,0.08,0.8585261511080049,160,0.16818035777555998,3306
306,-79.36999999999999,0,0.08,0.858096888032451,66,1.39498416687152,3320
307,-10.549999999999999,0,0.08,0.8576678395884348,160,0.2146577990134283,3320
308,-129.32,0,0.08,0.8572390056686406,31,4.964807164164471,3325
309,-129.62,0,0.08,0.8568103861658064,16,10.171510203981452,3327
310,-10.299999999999999,0,0.08,0.8563819809727236,160,0.20350470714551738,3329
311,-84.64,0,0.08,0.8559537899822373,12,6.115721730861503,3329
312,-82.07000000000001,0,0.08,0.8555258130872462,16,4.222672019830789,3329
313,-83.42,0,0.07,0.8550980501807026,31,2.9429538670084168,3335
314,-10.25,0,0.07,0.8546705011556123,160,0.1993450900988355,3335
315,-128.04,0,0.07,0.8542431659050345,112,1.2440904736538687,3363
316,108.48,1,0.08,0.853816044322082,16,10.495592137697967,3365
317,105.84,1,0.09,0.8533891362999211,58,1.865510926687536,3365
318,-83.62,0,0.08,0.8529624417317712,16,5.4733484011440305,3366
319,-83.28999999999999,0,0.08,0.8525359605109053,92,0.9860621022560119,3366
320,-10.5,0,0.07,0.8521096925306499,160,0.19531852403493397,3366
321,-84.29,0,0.07,0.8516836376843847,22,3.9718304225816183,3369
322,-129.20999999999998,0,0.07,0.8512577958655425,53,2.5269370112089957,3377
323,-129.76,0,0.07,0.8508321669676098,18,7.366246632378607,3377
324,-83.02,0,0.07,0.850406750884126,51,1.8969780042774602,3384
325,-83.92,0,0.07,0.8499815475086839,71,1.0678299777683617,3384
326,-84.67,0,0.06,0.8495565567349297,131,0.7646156152374092,3386
327,-84.21000000000001,0,0.06,0.8491317784565623,13,9.391439997131506,3387
328,-125.58999999999999,0,0.06,0.8487072125673341,52,2.601537157106661,3403
329,-10.3,0,0.06,0.8482828589610505,160,0.12257425011823977,3406
330,106.57000000000001,1,0.07,0.84785871753157,4,26.765644499923802,3407
331,-80.73,0,0.07,0.8474347881728043,44,2.26156320589494,3417
332,-85.14,0,0.07,0.847011070778718,147,0.7957656815373068,3420
333,-79.28,0,0.07,0.8465875652433287,29,3.875181683423319,3420
334,-9.950000000000001,0,0.07,0.846164271460707,160,0.24082364879199258,3420
335,-129.26000000000002,0,0.07,0.8457411893249768,153,0.9179624567317699,3445
336,105.42999999999999,1,0.08,0.8453183187303144,106,1.3129471171210643,3463
337,-84.19,0,0.08,0.8448956595709493,7,12.40934291814853,3463
338,-83.73,0,0.08,0.8444732117411639,124,0.8733476561825775,3466
339,106.62,1,0.09,0.8440509751352934,4,26.649709305142753,3467
340,-82.58,0,0.09,0.8436289496477257,49,1.9372061370675717,3475
341,-79.36,0,0.09,0.8432071351729019,113,1.0276412332448819,3482
342,-83.52,0,0.09,0.8427855316053156,26,3.3671890500028474,3488
343,-83.00999999999999,0,0.09,0.8423641388395129,48,2.1712457034483355,3493
344,-83.28,0,0.09,0.8419429567700932,69,1.432836103782773,3493
345,-84.21000000000001,0,0.09,0.8415219852917082,78,1.3361267977264912,3493
346,-83.58999999999999,0,0.09,0.8411012242990624,27,3.337503488696756,3494
347,-83.55999999999999,0,0.08,0.8406806736869129,43,2.024085816584765,3500
348,-81.84,0,0.08,0.8402603333500694,12,8.493361761231597,3500
349,-10.350000000000001,0,0.08,0.8398402031833945,160,0.26018785859845867,3500
350,-9.7,0,0.08,0.8394202830818028,160,0.22415081522897937,3501
351,-83.62,0,0.08,0.839000572940262,141,0.6853133924605431,3502
352,-83.78,0,0.08,0.8385810726537919,14,4.533358369081814,3503
353,-82.02,0,0.08,0.8381617821174651,76,1.357187582110453,3508
354,-84.77,0,0.08,0.8377427012264064,131,0.7360944038531401,3509
355,-10.700000000000001,0,0.08,0.8373238298757932,160,0.09321613044683943,3512
356,-83.85,0,0.08,0.8369051679608553,20,5.948490881543607,3519
357,-83.67,0,0.08,0.8364867153768749,16,7.168156640919624,3522
358,-10.549999999999999,0,0.08,0.8360684720191865,160,0.20848665855174772,3522
359,-82.34,0,0.08,0.835650437783177,17,4.516968113993678,3522
360,-83.92999999999999,0,0.08,0.8352326125642855,39,2.3009967888560956,3522
361,-126.2,0,0.08,0.8348149962580034,100,1.4065184243018827,3537
362,-128.83,0,0.08,0.8343975887598745,84,1.6942270004614868,3543
363,-84.35,0,0.08,0.8339803899654946,10,11.01806556538213,3543
364,106.27,1,0.09,0.833563399770512,149,1.0427113742430751,3543
365,-6.650000000000001,0,0.09,0.8331466180706267,160,0.2894568000999061,3553
366,107.64999999999999,1,0.1,0.8327300447615915,35,3.6447630658278607,3559
367,-83.88,0,0.1,0.8323136797392108,119,0.9829930943728301,3561
368,-84.08,0,0.1,0.8318975228993413,69,1.4181325266179454,3562
369,-9.85,0,0.1,0.8314815741378917,160,0.2036075807555526,3563
370,-119.86,0,0.09,0.8310658333508228,48,3.72929168598513,3566
371,-83.88,0,0.09,0.8306503004341474,14,6.189348805699098,3567
372,-10.65,0,0.09,0.8302349752839304,160,0.39708305432714,3567
373,-84.22,0,0.08,0.8298198577962885,6,14.319192710258067,3568
374,-10.5,0,0.08,0.8294049478673904,160,0.43984087159200136,3569
